0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
12,15,10,11,6,8,17,5,15,11,13,13,14,36,10,27,12,12,10,19,16,12,19,19,25,16,34,9,5,6,9,16,11,8,28,17,19,59,11,10,10,12,10,15,35,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,16,15,12,29,57,37,42,24,20,29,28,25,21,26,36,26,27,21,25,37,29,32,23,33,37,31,21,18,29,29,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,8,10,6,9,3,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,3,5,6,6,2,2,14,3,10,7,13,16,6,9,5,2,5,3,9,5,5,9,4,3,9,7,6,14,6,4,6,33,8,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,28,8,5,11,13,38,5,10,20,8,5,4,18,7,12,10,12,42,147,70,6,5,3,14,8,27,11,6,11,2,5,20,31,13,3,7,6,5,11,10,9,4,13,22,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,9,7,10,10,9,7,12,9,10,9,10,11,9,6,15,8,16,13,10,5,3,3,7,5,18,20,9,12,18,20,12,11,14,8,2,7,6,14,11,9,6,10,11,6,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,14,13,11,11,16,15,13,16,10,21,13,26,23,16,9,14,13,4,13,23,32,10,13,19,14,9,8,13,10,63,31,21,24,10,50,13,9,15,14,13,74,8,10,11,9,38,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,15,5,5,6,5,5,8,5,11,13,54,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,3,5,22,9,15,4,27,14,15,8,6,9,45,30,8,18,17,10,31,46,18,8,14,13,9,13,12,16,14,13,3,3,4,6,5,9,9,11,4,4,24,69,19,12,34,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,14,4,8,9,10,9,4,5,9,9,10,5,6,13,6,10,8,5,9,8,8,7,10,23,12,5,2,11,6,18,24,9,10,13,10,9,5,12,12,14,5,11,7,22,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,9,10,7,13,7,35,16,20,5,10,3,16,23,41,15,16,8,8,6,4,7,9,8,23,3,17,19,4,12,10,9,3,8,11,9,11,39,20,17,36,9,12,10,18,23,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,14,3,10,20,32,1,38,20,13,10,18,11,21,12,13,28,6,7,12,4,10,4,23,5,5,2,10,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
